s,desired_out
老者見說，心中害怕道：「這和尚是鬼！是鬼！」,老者:道:行者
道：「是石頭洞。」,八戒:道:行者
八戒笑道：「兄弟莫哭。這猴子佯推死，嚇我們哩。你摸他摸，胸前還有一點熱氣沒有？」,八戒:笑道:沙僧
三藏道：「那無鞍轡的馬，怎生騎得？且待尋船渡過澗去，再作區處。」,三藏:道:孫悟空
五鳳樓下聽事官策馬冒雨來報：「聖僧，雨彀了。」,聽事官:報:行者
八戒上前扯住老高道：「爺，請我拙荊出來拜見公公、伯伯，如何？」,八戒:道:太公
呼的一聲響喨，那君王氣聚神歸，便翻身，輪拳曲足，叫了一聲「師父！」,皇帝:叫:三藏
行者道：「兄弟，二更時分了。」,行者:道:行者
——「你既認得，你快早走動，到老奶奶處，多多拜上，說請喫唐僧肉哩；就著帶幌金繩來，要拿孫行者。」,金角、銀角:道:巴山虎、倚海龍
唐三藏隨著行者、沙僧、八戒侍立樓下。,三藏:隨:行者、八戒、沙僧
夜叉帶了魂魄到水晶宮，稟見了龍王。,夜叉:稟見:龍王
那猴道：「不用斧鑿，你但肯救我，我自出來也。」,孫悟空:道:三藏
行者啟上道：「菩薩，我師父前在高老莊，又收了一個徒弟，喚名豬八戒，多蒙菩薩又賜法諱悟能。纔行過黃風嶺，今至八百里流沙河，乃是弱水三千，師父已是難渡；河中又有個妖怪，武藝高強，甚虧了悟能與他水面上大戰三次，只是不能取勝，被他攔阻，不能渡河。因此，特告菩薩，望垂憐憫，濟渡他一濟渡。」,行者:道:菩薩
八戒道：「哥啊，人參果你曾見麼？」,八戒:道:行者
三藏回入裏面道：「是那三樁？」,三藏:道:八戒
行者道：「妖精，我怕你了。你饒我罷。你如今趕至南海觀音菩薩處，怎麼還不回去？」,行者:道:妖王
行者笑道：「汝等來了幾何？」,行者:笑道:和尚
八戒道：「我不曾見面，不曾聽見說甚麼。」,八戒:道:行者
旁邊閃過龍子、龍孫、蝦臣、蟹士、鰣軍師、鱖少卿、鯉太宰，一齊啟奏道：「大王且息怒。常言道：『過耳之言，不可聽信。』大王此去，必有雲從，必有雨助，恐驚了長安黎庶，上天見責。大王隱顯莫測，變化無方，但只變一秀士，到長安城內，訪問一番。果有此輩，容加誅滅不遲；若無此輩，可不是妄害他人也？」,鱖少卿:啟奏道:龍王
眾僧道：「他在夢寐中，勸解我們，教『不要尋死，且苦捱著，等那東土大唐聖僧，往西天取經的羅漢。他手下有個徒弟，乃齊天大聖，神通廣大，專秉忠良之心，與人間報不平之事，濟困扶危，恤孤念寡。只等他來顯神通，滅了道士，還敬你們沙門禪教哩。』」,眾僧:道:行者
如來道：「不消去，你只自低頭看看。」,如來佛祖:道:孫悟空
行者笑道：「我賢郎啊，你只知有三昧火贏得他，不知他有七十二般變化哩！」,行者:笑道:妖王
閻王大喜道：「好一個有信有德的太宗皇帝！」,閻王:大喜道:劉全
師父見他來得甚快，便叫：「悟空，我們去化齋的人家，求問他一個過河之策，不強似與這怪爭持？」,三藏:叫:行者
好妖魔，使神通壓倒行者，卻疾駕長風，去趕唐三藏。,銀角:趕:三藏
八戒笑道：「這童子差了。你這裏風俗不好，卻怎的關了門喫飯？」,八戒:笑道:清風、明月
猴王叩頭道：「弟子飄洋過海，登界遊方，有十數個年頭，方纔訪到此處。」,美猴王:磕頭道:菩提祖師
八戒道：「這個小可，老豬去巡山罷。」,八戒:道:行者
行者道：「好師父，把與我穿戴了罷。」,孫悟空:道:三藏
行者上前喝八戒道：「你這獃子，全無人氣！你就懼怕妖火，敗走逃生，卻把老孫丟下。早是我有些南北哩！」,行者:喝道:八戒
眾鬼聞言，得了金銀，俱唯唯而退。,眾鬼:聞言:崔玨
菩薩道：「古人云：『若要有前程，莫做沒前程。』你既上界違法，今又不改兇心，傷生造孽，卻不是二罪俱罰？」,菩薩:道:妖魔
那老兒擺手搖頭道：「去不得。西天難取經。要取經，往東天去罷。」,老者:摇头道:三藏
老僧道：「適間小的們說，東土唐朝來的老爺，我纔出來奉見。」,老僧:道:三藏
卻又不敢抵強，只得向前引路，大四聲喝起。,行者:引路:女怪
那龍王整衣冠，領眾水族，出門來厲聲高叫道：「天蓬元帥，請裏面坐。」,井龍王:高叫道:夜叉
悟空道：「這個卻難！卻難！」,孫悟空:道:菩提祖師
三藏道：「若要去請菩薩，幾時纔得回來？我貧僧饑寒怎忍！」,三藏:道:孫悟空
壽星道：「大聖放心，不須煩惱。那大仙雖稱上輩，卻也與我等有識。一則久別，不曾拜望；二來是大聖的人情：如今我三人同去望他一望，就與你道達此情，教那唐和尚莫念緊箍兒咒，休說三日五日，只等你求得方來，我們纔別。」,壽星:道:行者
三藏攙那老者，走上廳堂，燈火全無，三人嘻嘻哈哈的還笑。,三藏:攙:老者
唐僧道：「你雖試得深淺，卻不知有多少寬濶。」,三藏:道:八戒
玉帝即命工幹官——張、魯二班——在蟠桃園右首，起一座齊天大聖府，府內設個二司：一名安靜司，一名寧神司。,玉皇大帝:命:工幹官
好大聖，趨步上前，對怪物厲聲高叫道：「陛下，這老道是一個瘖瘂之人，卻又有些耳聾。只因他年幼間曾走過西天，認得道路。他的一節兒起落根本，我盡知之，望陛下寬恕，待我替他供罷。」,行者:高叫道:魔王
行者道：「師父，你只是這等護短，這是有對問的話。」,行者:道:三藏
八戒道：「莫管，我這一至，鑽冰取火尋齋去，壓雪求油化飯來。」,八戒:道:三藏
行者道：「走的是正路，只見一股水攩住，不能得渡；因聞鼓鈸之聲，特來造府借宿。」,行者:道:老者
慌得那推雲童子、佈霧郎君當面施禮。,推雲童子、佈霧郎:施禮:行者
卻又在袖兒裏一個個搬出，將唐僧綁在階下矮槐樹上；八戒、沙僧各綁在兩邊樹上；將行者綑倒，行者道：「想是調問哩。」,鎮元大仙:綁:沙僧
叫：「高才，昨日累你引我師父，今日招了一個徒弟，無物謝你，把這些碎金碎銀，權作帶領錢，拿了去買草鞋穿。以後但有妖精，多作成我幾個，還有謝你處哩。」,行者:道:太公
這真君領著四太尉、二將軍，連本身七兄弟，出營挑戰：分付眾將，緊守營盤，收全了鷹犬。,二郎真君:領:二將軍
八戒道：「哥啊，這個所在路遠，恐師父盼望去遲，我不耍子了。」,八戒:道:八戒
那戟有七千二百斤重，悟空見了，跑近前接在手中，丟幾個架子，撒兩個解數，插在中間道：「也還輕！輕！輕！」,孫悟空:道:東海龍王
孫大聖只得相隨。,行者:相隨:菩薩
國王教：「和尚先去砍頭。」,國王:教:羽林軍
鹿力大仙道：「卻像人喫的勾當，有皮的都剝了皮，有核的都吐出核，卻怎麼不見人形？」,鹿力大仙:道:虎力大仙
三藏慇懃致意，再問：「路途果有多遠？」,三藏:問:禪師
遂傳旨著遊弈靈官同翊聖真君上西方請佛老降伏。,玉帝:著:翊聖真君
八戒道：「你眼怎的來？」,八戒:道:行者
二魔拿入裏面道：「哥哥，拿來了。」,銀角:道:金角
那怪道：「你硬著頭，喫吾一柄。」,洞主:道:行者
行者把一隻手扶著行李，一隻手抵住那人，憑他怎麼支吾，只是不能抓著。,孫悟空:抵住:少年
慌得個八戒急掣釘鈀，沙僧忙輪寶杖，把唐僧圍護在當中。,沙僧:圍護:三藏
叫：「抬出童男童女來！」,怪物:叫:老者
見那李天王高擎照妖鏡，與哪吒住立雲端，真君道：「天王，曾見那猴王麼？」,二郎真君:道:李天王
行者聞言，呵呵笑道：「兄弟說得有理。果然我們著忙了，忘了這事。若以相生相剋之理論之，須是以水剋火；卻往那裏尋些水來，潑滅這妖火，可不救了師父？」,行者:道:沙僧
猴王又道：「我無性。人若罵我，我也不惱；若打我，我也不嗔，只是陪個禮兒就罷了。一生無性。」,美猴王:道:菩提祖師
三藏道：「有甚麼不公的事？」,三藏:道:僧官
三藏還了禮，行者站著不動。,三藏:還禮:太公
三藏纔醒覺，翻身道：「正是。」,三藏:翻身道:孫悟空
那老翁放下拐棒，接了缽盂，遞與僮僕，現出本像，雙雙跪下，磕頭叫：「大聖，小神不敢隱瞞。我們兩個就是此山山神、土地，在此候接大聖。這齋飯連缽盂，小神收下，讓大聖身輕好施法力。待救唐僧出難，將此齋飯還奉唐僧，方顯得大聖至恭至孝。」,老者:磕頭叫:行者
唐王驚問道：「那閻王可曾說你妻甚麼？」,唐王:驚問道:劉全
行者暗笑道：「真個要來弄老孫哩！」,行者:笑道:怪
一壁廂大排筵宴，擺駕出朝，至智淵寺門外，請了三藏等，共入東閣赴宴，不在話下。,國王:請:三藏、行者、八戒、沙僧
這太保霹靂一聲，咄道：「那業畜！那裏走！」,伯欽:咄道:斑斕虎
行者道：「賢太子，好生捉怪，我上岸去也。」,行者:道:摩昂
那怪道：「你這猴頭，忒不通變。那唐僧與你做得師父，也與我做得按酒，你還思量要他哩。莫想！莫想！」,紅孩兒:道:行者
三藏道：「陛下，你此來是請我徒弟與你去除卻那妖怪麼？」,三藏:道:皇帝
此時卻驚動那寺裏大小僧人、上下房長老，聽得鐘聲亂響，一齊擁出道：「那個野人在這裏亂敲鐘鼓？」,大小僧人、上下房長老:擁出道:孫悟空
行者道：「不勞茶，有一事相煩。我因師父唐僧往西天拜佛取經，經過號山枯松澗火雲洞，有個紅孩兒妖精，號聖嬰大王，把我師父拿了去。是老孫尋到洞邊，與他交戰，他卻放出火來。我們禁不得他，想著水能剋火，特來問你求些水去，與我下場大雨，潑滅了那火，救唐僧一難。」,行者:道:龍王
判官道：「陛下，陽間有一人，金銀若干，在我這陰司裏寄放。陛下可出名立一約，小判可作保，且借他一庫，給散這些餓鬼，方得過去。」,崔玨:道:唐王
明月道：「你可會算帳？」,明月:道:清風
那怪滿口道：「願隨！願隨！」,妖魔:道:菩薩
慌得那兩班文武，上前來奏道：「萬歲，那和尚不曾死，又在油鍋裏鑽出來了。」,兩班文武:奏道:國王
行者道：「已有了根由。早是不曾冤了這些和尚。原來是那黑風山妖怪偷了。老孫去暗暗的尋他，只見他與一個白衣秀士，一個老道人，坐在那芳草坡前講話。也是個不打自招的怪物，他忽然說出道：後日是他母難之日，邀請諸邪來做生日；夜來得了一件錦襴佛衣，要以此為壽，作一大宴，喚做『慶賞佛衣會』。是老孫搶到面前，打了一棍，那黑漢化風而走，道人也不見了，只把個白衣秀士打死，乃是一條白花蛇成精。我又急急趕到他洞口，叫他出來與他賭鬭。他已承認了，是他拿回。戰彀這半日，不分勝負。那怪回洞，卻要喫飯，關了石門，懼戰不出。老孫卻來回看師父，先報此信。已是有了袈裟的下落，不怕他不還我。」,孫悟空:道:三藏
菩薩道：「這篇咒，不是緊箍兒咒，咒你的；是金箍兒咒，咒那童子的。」,菩薩:道:行者
明月道：「賠呀！就有錢那裏去買！」,明月:道:三藏
三藏道：「貧僧是大唐駕下欽差往西天拜佛求經的和尚。適間來到此處，遇著些狼虎蛇蟲，四邊圍繞，不能前進。忽見太保來，眾獸皆走，救了貧僧性命，多謝！多謝！」,三藏:道:伯欽
三弟即引進見畢，行者備言借水之事。,行者:言:三海龍王
菩薩急止住道：「休傷他命。我有用他處哩。」,菩薩:道:孫悟空
卻說豬八戒見那黃風大作，天地無光，牽著馬，守著擔，伏在山凹之間，也不敢睜眼，不敢抬頭，口裏不住的念佛許願；又不知行者勝負何如，師父死活何如。,八戒:牽著:白馬
二魔道：「哥哥，不要放他；雖然沒用，也是唐僧一起的，叫做豬八戒。把他且浸在後邊淨水池中，浸退了毛衣，使鹽醃著，晒乾了，等天陰下酒。」,銀角:道:金角
沙僧道：「這廂想是妖精住處，我兩個不知虛實，怎麼上門索戰。」,沙僧:道:行者
龍王道：「這等真是可賀！可賀！這纔叫做改邪歸正，懲創善心。既如此，怎麼不西去，復東回何也？」,龍王:道:孫悟空
行者道：「你們且休胡猜亂道，且設法保師父過去。」,行者:道:沙僧
行者笑道：「老孫是獸類，見做了齊天大聖，與他何異？大抵世間之物，凡有九竅者，皆可以修行成仙。」,孫悟空:笑道:三藏
三藏又道：「我出家人，若受了一絲之賄，千劫難修。只是把席上喫不了的餅果，帶些去做乾糧足矣。」,三藏:道:太公
行者道：「你把那一擔兒分為兩擔，將一擔兒你挑著，將一擔兒與這皇帝挑。我們趕早進城幹事。」,行者:道:八戒
妖王道：「不好了！著了他假也！這不是老大王！」,妖王:道:小妖
祖師道：「我們中有十二個字，分派起名，到你乃第十輩之小徒矣。」,菩提祖師:道:美猴王
那怪厲聲高叫道：「你是個甚麼和尚，敢在我這裏大膽？」,黑風王:高叫道:孫悟空
慌得龍生整衣端肅，焚香接了旨。,龍生:接:金衣力士
陳老道：「老爺，感蒙替祭救命之恩，雖逐日設筵奉款，也難酬難謝。」,老者:道:三藏
精細鬼道：「我的是『紅葫蘆』，他的是『玉淨瓶』」。,精細鬼:道:行者
僧官道：「你莫胡說！我們老少眾大四五百名和尚，往那裏搬？搬出去，卻也沒處住。」,僧官:道:道人
傅奕聞旨，即上疏止浮圖，以言無佛。,傅奕:言:唐王
菩薩道：「那個水不許犯五行之器，須用玉瓢舀出，扶起樹來，從頭澆下，自然根皮相合，葉長芽生，枝青果出。」,菩薩:道:行者
行者道：「這夥強神，自換了龍馬，一向不曾點他，他倒又來弄虛頭！」,行者:道:八戒
魏徵轉身叩頭道：「是臣纔一夢斬的。」,魏徵丞相:叩頭道:唐王
獃子笑道：「去得！去得！連底都錮住了。」,八戒:笑道:三藏、行者、沙僧
行者道：「尊師甚號？」,行者:道:道士
那怪道：「我這般一把子年紀，豈不知你的話說？」,銀角:道:行者
憂慮間，只聽得孫大聖從西邊吆喝而來，他纔欠身迎著道：「哥哥，好大風啊！你從那裏走來？」,八戒:迎著道:行者
祖師道：「你這一向修些甚麼道來？」,菩提祖師:道:孫悟空
他把那劍梢一指，叫聲「小妖齊來！」,金角:叫:小妖
行者抬頭看見道：「師父，不是人家莊院。」,孫悟空:道:三藏
大聖忍不住罵道：「這潑怪物，錯認了你孫外公！趕早兒送還我師父、師弟、白馬、行囊，仍打發我些盤纏，往西走路。若牙縫裏道半個『不』字，就自家搓根繩兒去罷，也免得你外公動手。」,行者:罵道:銀角
宮主道：「我那裏得個甚麼皇兄、皇嫂！我娘家姓李，我的乳名喚做李翠蓮；我丈夫姓劉名全。兩口兒都是均州人氏。因為我三個月前，拔金釵在門首齋僧，我丈夫怪我擅出內門，不遵婦道，罵了我幾句，是我氣塞胸堂，將白綾帶懸梁縊死，撇下一雙兒女，晝夜悲啼。今因我丈夫被唐王欽差，赴陰司進瓜果，閻王憐憫，放我夫妻回來。他在前走。因我來遲，趕不上他，我絆了一跌。你等無禮！不知姓名，怎敢扯我！」,玉英宮主: 道:唐王
路旁邊活活的笑倒個孫大聖，孜孜的喜壞個美猴王，上前來扯住唐僧道：「師父，你起來罷。他已去得遠了，聽不見你禱祝，看不見你磕頭。只管拜怎的？」,孫悟空:扯住道:三藏
沙僧道：「若教我老沙，也只消縱雲躧水，頃刻而過。」,沙僧:道:八戒
龍王道：「做甚和尚？」,龍王:道:孫悟空
菩薩道：「你可入我門麼？」,菩薩:道:妖王
老妖道：「怕那甚麼神兵！若還定得我的風勢，只除了靈吉菩薩來是，其餘何足懼也！」,老妖:道:眾妖
小妖道：「我家沒有你。」,倚海龍:道:行者
木叉用手指著：「那東岸上坐的不是？」,惠岸:道:悟淨
行者道：「這甚打緊？你肯早說時，卻不尋下些等你。」,行者:道:太子
玉英道：「說那裏話，我兩個從小兒的結髮夫妻，與他生男育女，怎的不認得？」,玉英宮主:道:唐王
三藏聞言，推聾妝啞，瞑目寧心，寂然不答。,三藏:道:婦人
一日，太后又傳旨，召眾臣商議殯殮後事。,太后:召:眾臣
三藏道：「弟子日前，收得一個徒弟，他性潑兇頑，是我說了他幾句，他不受教，遂渺然而去也。」,三藏:道:老母
二魔道：「這不是？」,銀角:道:金角
卻說那玉帝次日設朝，只見張天師引御馬監監丞、監副在丹墀下拜奏道：「萬歲，新任弼馬溫孫悟空，因嫌官小，昨日反下天宮去了。」,御馬監監丞:下拜奏道:玉皇大帝
行者道：「你說他是馬哩！他不是凡馬，本是西海龍王敖閏之子，喚名龍馬三太子。只因縱火燒了殿上明珠，被他父親告了忤逆，身犯天條，多虧觀音菩薩救了他的性命；他在那鷹愁陡澗，久等師父，又幸得菩薩親臨，卻將他退鱗去角，摘了項下珠，纔變做這匹馬，願馱師父往西天拜佛。這個都是各人的功果，你莫攀他。」,行者:道:八戒
行者道：「既不放火，走開些，好漢子莫在家門前打人。」,行者:道:妖王
只見那婦人出廳迎接。,婦人:迎:三藏、行者、 八戒、沙僧
八戒道：「哥啊，不要栽人麼。——大家從長計較。」,八戒:道:行者
行者道：「怕打時，趁早兒馱著走路！」,行者:道:八戒
行者笑道：「師父啊，你那裏知道？西方路上多有妖怪邪魔，善能點化莊宅。不拘甚麼樓臺房舍，館閣亭宇，俱能指化了哄人。你知道『龍生九種』，內有一種名『蜃』。蜃氣放光，就如樓閣淺池。若遇大江昏迷，蜃現此勢。倘有鳥鵲飛騰，定來歇翅。那怕你上萬論千，盡被他一氣吞之。此意害人最重。那壁廂氣色兇惡，斷不可入。」,行者:笑道:三藏
現原身，見了師父。,行者:見:三藏
正都在賀喜之間，又聽得黃門官來奏：「主公，外面又有四個和尚來也。」,黃門官:奏:皇帝
行者道：「古人云『順父母言情，呼為大孝。』師父說不打，我就且饒你。你再去與他巡山。若再說謊誤事，我定一下也不饒你！」,行者:道:三藏
老者道：「舍弟有個兒子，也是偏出，今年七歲了，取名喚做陳關保。」,老者:道:行者
道人說：「快換衣服，隨老師父排班，出山門外，迎接唐朝來的老爺。」,道人:道:僧眾
那三藏阻擋不住，他把袈裟遞與老僧道：「憑你看去；只是明早照舊還我，不得損污些須。」,三藏:遞與:老僧
拜畢，回頭道：「仙童，你五莊觀真是西方仙界，何不供養三清、四帝、羅天諸宰，只將『天地』二字侍奉香火？」,三藏:道:清風、明月
大眾聽言喜悅，極口稱揚，謝罷，各分班而退，各執乃事，共樂天真。,三千諸佛、五百阿羅、八大金剛、無邊菩薩:稱揚、謝罷:如來佛祖
那道士心中焦躁，仗寶劍，解散了頭髮，念著咒，燒了符，再一令牌打將下去，只見那南天門裏，鄧天君領著雷公、電母到當空，迎著行者進禮。,鄧天君、雷公、電母:施禮:行者
哪吒道：「請降旨意，往北天門問真武借皂雕旗在南天門上一展，把那日月星辰閉了。對面不見人，捉白不見黑，哄那怪道，只說裝了天，以助行者成功。」,哪吒:道:玉帝
及次日天曉，八戒起來道：「師兄，今夜更冷，想必河凍住也。」,八戒:道:行者
行者道：「有甚出處？」,行者:道:土地
妖邪道：「是一個毛臉雷公嘴，查耳朵，折鼻梁，火眼金睛和尚。」,怪物:道:鱖婆
行者接了帶，把假妝的行者拴住。,行者:遞與:金角
唐僧道：「悟空，你看那裏是甚麼去處？」,三藏:道:行者
八戒道：「這三件都是喪性命的事，怎麼說買賣上門？」,八戒:道:行者
三藏不敢高言，慢慢的叫一聲「施主，問訊了。」,三藏:叫:老者
那個道：「你破人親事如殺父！」,怪:道:行者
菩薩道：「也罷，你快去叫來。」,菩薩:道:行者
大眾道：「悟空，你是那世修來的緣法？前日老師父拊耳低言，傳與你的躲三災變化之法，可都會麼？」,大眾:道:孫悟空
三藏道：「你手段比他何如？」,三藏:道:孫悟空
「你老大將人戲！傷我若干生，還來偷寶貝。這場決不容，定見存亡計！」,金角:罵:行者
行者道：「我想那師父好仁義兒哩！」,行者:道:八戒
那樵子止不住呵呵冷笑道：「你這個風潑和尚，想是在方上雲遊，學了些書符咒水的法術，只可驅邪縛鬼，還不曾撞見這等狠毒的怪哩。」,樵子:冷笑道:行者
行者道：「那個就是寶貝，如何不馱上來？」,行者:道:八戒
沙僧道：「哥哥，不必說了。君子人既往不咎。我等是個敗軍之將，不可語勇，救我救兒罷！」,沙僧:道:行者
八戒道：「這個不打緊；等我一頓釘鈀，築他個窟窿，脫將下去，只說他不小心，籠不牢，吊的了罷！」,八戒:道:行者
又問：「那和尚，九環杖有甚好處？」,唐王:問:菩薩
眾犯謝恩而退。,眾犯:謝恩:唐王
行者道：「時少只在飯罷，時多只在晌午，就成功了。那些和尚，可好伏侍，老孫去也。」,孫悟空:道:三藏
徑直來到樹下，對唐僧高叫道：「長老，貧道起手了。」,鎮元大仙:道:三藏
禪師道：「路途雖遠，終須有到之日，卻只是魔瘴難消。我有多心經一卷，凡五十四句，共計二百七十字。若遇魔瘴之處，但念此經，自無傷害。」,禪師:道:三藏
獃子忽抬頭，見沒了人家，慌得一轂轆爬將起來道：「我的馬哩？」,八戒:道:行者
八戒道：「那白面師父，只消一個人；毛臉雷公嘴的，只消兩個人；那晦氣臉的，要八個人；我得二十個人伏侍方彀。」,八戒:道:老者
天王道：「你差了；既是歹人放火，只該借水救他，如何要辟火罩？」,天王:道:孙悟空
不一時，那玉清元始天尊、上清靈寶天尊、太清道德天尊、五炁真君、五斗星君、三官四聖、九曜真君、左輔、右弼、天王、哪吒，元虛一應靈通，對對旌旗，雙雙幡蓋，都捧著明珠異寶，壽果奇花，向佛前拜獻曰：「感如來無量法力，收伏妖猴。蒙大天尊設宴，呼喚我等皆來陳謝。請如來將此會立一名，如何？」,五斗星君:命:玉帝
小龍聞說，一口咬住他直裰子，那裏肯放。,小龍王:咬:八戒
伯欽道：「母親呵，他是唐王駕下，差往西天見佛求經者。適間在嶺頭上遇著孩兒，孩兒念一國之人，請他來家歇馬，明日送他上路。」,伯欽:道:老嫗
二魔道：「兄長請坐。若要拿孫行者，不消我們動手，只教兩個小妖，拿兩件寶貝，把他裝將來罷。」,銀角:笑道:金角
慌得那門裏小妖，急報：「大王，門外有人要師父哩！」,小妖:報:怪物
行者道：「忒走快了些。我們離家有多少路了？」,行者:道:倚海龍
行者笑道：「我是個做𡤫虎的祖宗，你怎麼袖子裏籠了個鬼兒來哄我？你瞞不過我！我認得你是個妖精！」,行者:笑道:妖精
你思量，那猴子好不溜撒，把那寶貝一口吸在肚裏，那妖魔揝著拳頭就打，被行者一手隔住，把臉抹了一抹，現出本相，道聲「妖怪！不要無禮！你且認認看！我是誰？」,行者:道聲:老妖
行者笑道：「等我再問他。老公公，你府上有多大家當？」,行者:笑道:三藏
行者罵道：「你這討死的怪物！你一個妖精的性命捨不得，似我師父、師弟、連馬四個生靈，平白的吊在洞裏，我心何忍！情理何甘！快快的送將出來還我，多多貼些盤費，喜喜歡歡打發老孫起身，還饒了你這個老妖的狗命！」,行者:罵道:金角
八戒道：「菩薩呀，若肯還我師父，就磕他一個頭也罷。」,八戒:道:紅孩兒
法明道：「汝今母子相會，恐奸賊知之，可速速抽身回去，庶免其禍。」,長老:道:殷小姐
一個小妖就伸頭望門外一看，看見是個光頭的長老，連忙跑將進去，報道：「大王，外面是個和尚哩。團頭大面，兩耳垂肩；嫩刮刮的一身肉，細嬌嬌的一張皮；且是好個和尚！」,小妖:報道:妖魔
小妖叩頭道：「望爺爺方便，不消回府罷。路程遙遠，恐我大王見責。小的們就此請行。」,小妖:叩頭道:行者
大驚道：「呀！怎麼這殿宇俱無？都是紅牆，何也？」,三藏:大驚道:孫悟空
那妖邪閃身躲過，使銅鎚急架相還。,怪物:相還:行者
那怪忽然省悟道：「我像有些認得你哩。」,老妖:道:行者
那怪物教：「小的們，扎住在此，等我追趕上這廝，捉將來與汝等湊喫啞！」,怪物:教:小怪
行者深深的唱個大喏道：「多承舉薦，就此進去罷。」,行者:道:道士
悟空道：「『一客不犯二主。』若沒有，我也定不出此門。」,孫悟空:道:東海龍王
禮拜畢，遂教悟淨背馬，趁冰過河。,三藏:教:沙僧
行者不敢強，只得走出竹林，對眾諸天道：「菩薩今日又重置家事哩。怎麼不坐蓮臺，不妝飾，不喜歡，在林裏削篾做甚？」,行者:道:二十四路諸天與守山大神、木叉行者、善財童子、捧珠龍女
怪物道：「借半盞淨水，臣就教他現了本相。」,老妖:道:國王
老黿道：「不勞師父賜謝。我聞得西天佛祖無滅無生，能知過去未來之事。我在此間，整修行了一千三百餘年；雖然延壽身輕，會說人語，只是難脫本殼。萬望老師父到西天與我問佛祖一聲，看我幾時得脫本殼，可得一個人身。」,老黿:道:三藏
那行者打了一會，打出一夥窮神來。,行者:打出:窮神
茂功謝恩而出。,徐茂功:謝恩:唐王
小妖笑道：「妙啊！妙啊！這樣好寶貝，若不換啊，誠為不是養家的兒子！」,精細鬼、伶俐蟲:道:行者
卻說那長老在洞裏悲啼，思量他那徒弟。,三藏:思量:八戒、沙僧
菩薩道：「你打探的如何？」,菩薩:道:行者
這菩薩近前來，拍著寶臺，厲聲高叫道：「那和尚，你只會談『小乘教法』，可會談『大乘』麼？」,菩薩:高叫道:玄奘
祖師道：「不能！不能！」,菩提祖師:道:孫悟空
沙僧道：「不是，是頭風發了。」,沙僧:道:八戒
菩薩道：「悟空，過海。」,菩薩:道:菩薩
八戒道：「說得是；我老豬也有些餓了，且到人家化些齋喫，有力氣，好挑行李。」,八戒:道:三藏
那老祖取過葫蘆來，倒吊過底子，傾出一粒金丹，遞與行者道：「止有此了。拿去，拿去！送你這一粒，醫活那皇帝，只算你的功果罷。」,太上老君:遞與:行者
三個老道士還未曾睡，即開門問：「有甚禍事？」,老道士:問:小道士
慌得那三藏滿口招呼道：「莫怕！莫怕！我們不是歹人，我們是取經的和尚。」,三藏:招呼道:兩個少年
行者喝道：「我老孫生的是這個笑容兒，莫成為你不見了甚麼果子，就不容我笑？」,行者:喝道:清風
誇讚不盡，請師入榻安寐。,眾僧:誇讚:眾僧
玉皇覽畢，傳旨：「著冥君回歸地府，朕即遣將擒拿。」,玉皇大帝:傳旨:秦廣王
那鬼王整衣跑入洞中，倒身下拜。,鬼王:倒身下拜:孫悟空
悟空聞說，滿心歡喜道：「汝等在此頑耍，待我去來。」,孫悟空:滿心歡喜道:四個老猴
道：「你怎麼有話不來直說，卻那般變化了，演樣老孫？」,行者:道:日值功曹
土地道：「仙娥且住。今歲不比往年了，玉帝點差齊天大聖在此督理，須是報大聖得知，方敢開園。」,土地:道:七衣仙女
孫大聖聞言，呵呵冷笑道：「師父不必罣念，少要心焦。且自放心前進，還你個『功到自然成』也。」,行者:道:三藏
這真君領著四太尉、二將軍，連本身七兄弟，出營挑戰：分付眾將，緊守營盤，收全了鷹犬。,二郎真君:領:連本身七兄弟
祖師聞言，咄的一聲，跳下高臺，手持戒尺，指定悟空道：「你這猢猻，這般不學，那般不學，卻待怎麼？」,菩提祖師:道:孫悟空
行者去解開包袱，在那包裹中間見有幾個粗麵燒餅，拿出來遞與師父。,孫悟空:遞與:三藏
那婦人道：「你師父忒弄精細。在我家招了女婿，卻不強似做掛搭僧，往西蹡路？」,婦人:道:八戒
那老者一骨魯跳將起來，忙斂衣襟，出門還禮道：「長老，失迎。你自那方來的？到我寒門何故？」,老者:還禮道:三藏
那魔道：「一座山壓他不住！」,銀角:道:行者
茶畢，清風道：「兄弟，不可違了師命，我和你去取果子來。」,清風:道:明月
正話間，又見僮僕來安桌子，請喫粥。,僮僕:請:三藏
行者道：「我纔進來時，那右手下有一重小門兒，那裏面穢氣畜人，想必是個五穀輪迴之所。你把他送在那裏去罷。」,行者:道:八戒
悟空道：「令弟何在？」,孫悟空:道:東海龍王
豬八戒認得是木叉行者，引師父上前迎接。,八戒:引:三藏
行者道：「活羞殺人！這個不過是飲食之類！若說出來，就是我們偷嘴了，只是莫認。」,行者:道:沙僧
那祖師即命大眾引孫悟空出二門外，教他洒掃應對，進退周旋之節。,菩提祖師:命:大眾
老怪咄的一聲道：「胡纏！忘了物件，就敢打上門來？必有緣故！」,老妖:道:小妖
行者道：「我不風啊，這是老實話。」,行者:大笑道:樵子
三藏道：「少題閑話，我們趕早兒去來。」,三藏:道:行者、八戒
孫行者護住了後邊方丈，辟火罩罩住了前面禪堂，其餘前後火光大發，真個是照天紅燄輝煌，透壁金光照耀！,孫悟空:護住:方丈
